category,texts
-1,“เฮ้อ ฉันอยากเป็นนกยูงบ้างจัง จะได้อยู่ข้างน้ำพุในสวนของพระราชา และมีเจ้าชายน้อยคอยชื่นชม
1,มันคงสนุกกว่าการค้นหาลูกโอ๊ก หรือหาหนอนเป็นไหนๆ”
-1,จากวันนั้นเป็นต้นมา มันจะไปซ่อนตัวอยู่ในต้นมะเดื่อทุกวัน เพื่อเฝ้าดูและอิจฉาพวกนกยูงในสวน
1,“ออกมาเถอะ” น้องๆของมันบอกเมื่อล่วงรู้ความลับ “มีแกะในทุ่งหญ้าแน่ะ เราเลียนเสียงพวกมันเป็นแล้วด้วย สนุกกว่าซ่อนตัวอยู่ในต้นไม้นี้เป็นไหนๆ”
0,“ออกมาจากสวนนั่นเถอะ” แม่ของมันบอก เมื่อนกสาลิกาหนุ่มเล่าเรื่องทั้งหมดให้ฟัง
0,“ชนบทเต็มไปด้วยแมลงให้เราจับกิน”
0,“ออกมาจากต้นไม้นั้นเถอะ” พ่อของนกสาลิกาบอก
0,เมื่อแม่ของมันเล่าให้ฟังว่าทำไมมันถึงไม่ใช้เวลาอยู่กับครอบครัวอีกเลย
1,“พ่อจะสอนให้เจ้าขุดรูใต้ดิน เจ้าจะได้รู้ว่าจะซ่อนลูกโอ๊กไว้ที่ไหนเมื่อมันสุกงอม”
0,แต่ไม่มีอะไรดึงดูดให้นกสาลิกาหนุ่มออกจากสวนของพระราชาได้
0,ฤดูใบไม้ผลิเปลี่ยนเป็นฤดูร้อน และนกยูงก็เริ่มผลัดขน ทิ้งขนนกไว้บนสนามหญ้า นกสาลิกาจึงเกิดความคิด
0,“โอกาสที่ฉันจะเป็นนกยูงมาถึงแล้ว” มันบอกกับตนเอง
0,และขณะที่นกยูงนอนหลับอยู่ใต้ร่มเงาของซุ้มกุหลาบ มันก็กระโดดลงจากคอนและเก็บขนนกที่ร่วงหล่น
0,ไม่นานมันก็เก็บได้มากพอจะดำเนินการตามแผน มันเจอฟางเส้นหนึ่งปลิวมาในแนวพุ่มไม้ จึงใช้กรงเล็บกับจะงอยมัดขนนกยูงเข้ากับหางของตน
1,“ทีนี้ฉันก็เป็นนกยูงแล้ว” มันพูดอย่างมีความสุข แล้วก็บินอย่างภาคภูมิใจลงสู่สนามหญ้าที่เรียบเตียน
0,“สวัสดี” พวกนกยูงโงหัวขึ้นทีละตัวพร้อมกับกะพริบตาที่เหมือนอัญมณี
0,“ดูสิ พวกเรา มีนกยูงตัวใหม่ในสวนแน่ะ” ตัวหนึ่งพูด
1,“เจ้าเป็นของกำนัลชิ้นใหม่ของเจ้าชายหรือ ใครส่งเจ้ามา ผู้ครองเมืองบาบิโลนอันมหัศจรรย์หรือฟาโรห์แห่งอียิปต์อันลี้ลับกันล่ะ”
-1,พวกนกยูงล้อมวงเข้ามาต้อนรับมัน ส่งเสียงอึกทึกครึกโครม แล้วก็เกิดเรื่องโชคร้ายที่ไม่คาดคิด
0,การกอดรัดฟัดเหวี่ยงทำให้ฟางที่มัดขนนกยูงกับหางของนกสาลิกาหลุดออก ขนนกร่วงลงมา
-1,“เจ้าหลอกเรานี่” นกยูงตัวหนึ่งร้องลั่น
-1,“เจ้าไม่ใช่นกยูงเสียหน่อย แต่เป็นนกธรรมดาที่ควรอยู่แต่ในป่าโน่น เจ้าขโมยขนนกเหล่านั้นจากพวกเรา เอาคืนมานะ เจ้าหัวขโมย!”
-1,นกยูงตัวอื่นๆ ต่างก็โกรธที่ถูกหลอกจึงรุมจิกตีนกสาลิกา ไม่นานมันก็ไม่เหลือขนนกยูง รวมถึงขนอีกหลายกระจุกของตัวเอง
-1,นกที่น่าสงสารสู้อุตส่าห์หนีเอาชีวิตรอดมาได้
0,หลังจากพักหายใจในต้นมะเดื่อ มันก็เดินกะโผลกกะเผลกกลับบ้าน
-1,พ่อกับแม่ของมันไม่ได้ดุด่าที่มันทำตัวโง่ๆ ทั้งคู่ให้มันกินหนอนตัวอ้วนเนื้อฉ่ำระหว่างพักฟื้น
0,เมื่ออาการดีขึ้น พ่อก็สอนวิธีซ่อนลูกโอ๊กเมื่อสุกงอมให้มัน
1,นกสาลิกาสนุกกับการเรียนร้องเสียงนกพันธุ์อื่นๆ และเลียนเสียงแมวกับแกะซึ่งเป็นพรสวรรค์อันยอดเยี่ยมที่นกสาลิกาทุกตัวมีติดตัว
1,มันไม่อิจฉาพวกนกยูงที่ร้ายกาจพวกนั้นอีกต่อไป แต่มันมีความสุขมากที่ได้เป็นตัวของตัวเอง
0,“นิทานเรื่องนี้สอนให้รู้ว่า” จงเชื่อมั่น และเป็นตัวของตัวเอง
0,ของขวัญของมาร์ติน
0,อีแรน เดอเกลแปร์
0,วันนี้เป็นวันเกิดของมาร์ติน เธอบอกกับคุณปู่ของเธอว่า “คุณปู่คะ หนูอยากได้นาฬิกาเป็นของขวัญวันเกิดค่ะ”
1,คุณปู่ได้ฟังก็ยิ้ม เพราะรู้ว่าเด็กห้าขวบอย่างมาร์ตินไม่จำเป็นต้องใช้ของที่มีราคาแพงอย่างนาฬิกา
0,แต่คุณปู่ก็ไม่ได้ตอบอะไร เพียงแต่จับมือของเธอไว้และพูดว่า “ไปมาร์ติน ไปเดินเล่นกับปู่ แล้วหนูจะเข้าใจ”
1,มาร์ตินดีใจมากเพราะเธอชอบไปเดินเล่นกับคุณปู่
0,คุณปู่จูงมือมาร์ตินเดินออกจากบ้านไป มาร์ตินสงสัยว่าคุณปู่จะพาเธอไปไหน
0,แล้วทั้งสองก็เดินมาถึงสถานีรถประจำทาง ที่นั่นมีรถประจำทางมากมายจอดอยู่
-1,แล้วมาร์ตินก็เห็นผู้ชายคนหนึ่งท่าทางเคร่งเครียด เขาสวมเสื้อผ้าสีน้ำเงินเข้ม ทุกครั้งที่มีรถเข้ามาเขาก็จะดูเวลาแล้วจดลงสมุดของเขา บางครั้งเขาก็เรียกคนขับมาดุ
-1,“ทำไมเขาต้องโมโหด้วยคะคุณปู่” เธอถามคุณปู่อย่างสงสัย
-1,“หลานเอ๋ย ผู้ชายคนนั้นเป็นนายตรวจ เขามีหน้าที่ดูแลให้รถเข้าออกตามเวลาที่กำหนด เห็นไหมว่าเขาต้องดูนาฬิกาอยู่ตลอดเลย ถ้ารถคันไหนมาช้า เขาก็ต้องตำหนิคนขับ และคนขับรถแต่ละคนก็ต้องคอยดูนาฬิกาอยู่ตลอดเหมือนกันเพื่อไม่ให้มาช้า”
-1,มาร์ตินคิดในใจว่านายตรวจคนนั้นช่างน่าสงสารเสียจริงที่ต้องอารมณ์เสียตลอดเวลา
0,“ไปเถอะ เราไปที่ถนนใหญ่กัน” คุณปู่บอก
-1,บนทางเดินมีผู้คนมากมาย ทุกคนดูเร่งรีบและไม่มีความสุข บางคนดูเวลาแล้วทำหน้าเครียด
-1,“ตายแล้ว ฉันต้องไปไม่ทันแน่ๆ” มาร์ตินได้ยินผู้ใหญ่คนหนึ่งพูด
0,คุณปู่พาเธอข้ามถนนไปอีกฝั่งหนึ่ง ที่นั่นเธอก็ได้ยินผู้หญิงอีกคนหนึ่งพูดเด็กผู้ชายตัวเล็กๆว่า
-1,“เร็วๆสิ แม่ต้องไม่รับน้องที่โรงเรียนอนุบาลอีกนะ” แล้วผู้หญิงคนนั้นก็ก้มดูนาฬิกาที่ข้อมือ “เดี๋ยวก็ไม่ทันกันพอดี”
0,จากนั้นปู่ก็พาเธอมาที่ห้องสมุด แต่เมื่อไปถึง เจ้าหน้าที่ก็ชี้ไปที่นาฬิกาเรือนใหญ่แล้วบอกว่า “หกโมงเย็นแล้ว ห้องสมุดปิดแล้วครับ”
1,คุณปู่จึงพามาร์ตินกลับบ้าน ระหว่างทางมีชายคนหนึ่งเดินผิวปากอย่างมีความสุข
1,มาร์ตินมองที่ข้อมือทั้งสองข้างของเขาแล้วพูดว่า “ผู้ชายคนนั้นท่าทางมีความสุขจังนะคะคุณปู่ แล้วเขาก็ไม่ได้สวมนาฬิกาด้วย”
1,“ถูกแล้วละหลาน เขาสบายใจเพราะไม่ต้องคอยคิดเรื่องเวลาอยู่ตลอดเหมือนคนอื่นๆ”
0,“หนูเข้าใจแล้วค่ะ ตอนนี้หนูไม่อยากได้นาฬิกาแล้วละค่ะ”
1,เธอบอกคุณปู่แล้วทั้งสองก็พากันเดินกลับบ้านอย่างมีความสุข
0,การผจญภัยของลูกค้างคาว
0,มาติน เลอกรังด์
0,ท่ามกลางความมืดมิดในยามค่ำคืน ชายชราคนหนึ่งกำลังนั่งอ่านหนังสืออย่างเงียบๆ
0,ทันใดนั้นเขาก็รู้สึกเหมือนมีอะไรบางอย่างเคลื่อนผ่านด้านหลังไปอย่างรวดเร็ว เขารีบหันไปดูแต่ก็ไม่พบอะไร
0,ชายชราจึงเปิดไฟทุกดวงแล้วเดินดูทั่วห้อง ในที่สุดเขาก็พบลูกค้างคาวตัวหนึ่งห้อยหัวอยู่ที่ขื่อไม้
0,ครอบครัวของเจ้าค้างคาวน้อยตัวนี้อาศัยอยู่ในยุ้งข้าวเก่าๆที่อีกหมู่บ้านหนึ่ง
-1,พ่อของมันบอกเสมอว่าไม่ให้ลูกๆบินออกไปข้างนอกตอนกลางวันเด็ดขาด เพราะค้างคาวไม่สามารถทนต่อแสงสว่างได้ และนอกจากนั้นยังอาจถูกเหยี่ยวจับไปหรืออาจถูกคนทำร้ายได้
1,พวกลูกๆทุกตัวต่างเชื่อฟังคำเตือนของพ่อค้างคาวเป็นอย่างดี
-1,เจ้าค้างคาวน้อยซึ่งเป็นน้องสุดท้องรู้สึกไม่พอใจที่ถูกทิ้งให้อยู่ตัวเดียว มันอยากออกไปหาอาหารเหมือนพี่ๆบ้าง
0,แต่พ่อบอกว่ามันยังเด็กเกินไป ต้องรอให้โตกว่านี้อีกหน่อย
0,เจ้าค้างคาวน้อยรอไม่ไหวแล้ว วันนี้มันต้องแสดงให้ทุกตัวเห็นว่ามันไม่ใช่เด็กเล็กๆ อีกต่อไป
0,เจ้าค้างคาวน้อยตัดสินใจบินออกไปทั้งๆที่ใกล้จะสว่างแล้ว
0,มันคิดว่าไปเดี๋ยวเดียวคงไม่เป็นไร แต่มันไม่รู้เลยว่าการตัดสินใจครั้งนี้จะทำให้ชีวิตต้องเปลี่ยนไปอย่างไม่มีวันเหมือนเดิม
0,หลังจากบินไปได้ไม่นาน ฟ้าก็สว่างขึ้น เจ้าค้างคาวเริ่มมองอะไรไม่เห็นเพราะแสงสว่างทำให้ตามันฝ้าฟาง
1,ค้างคาวน้อยพยายามเพ่งสายตาไปข้างหน้าเพื่อหาทางกลับบ้าน แล้วมันก็เห็นยุ่งข้าวเก่าๆหลังหนึ่ง “บ้านของเราอยู่นั่นเอง” มันนึกในใจและรีบบินเข้าไปในยุ่งข้าวหลังนั้น
-1,แต่มันก็ต้องผิดหวังเมื่อพบว่านั่นไม่ใช่บ้านของมัน ในนั้นมีค้างคาวอาศัยอยู่เต็มไปหมดเลย เจ้าค้างคาวน้อยจึงต้องบินต่อไปแม้ว่าข้างนอกจะสว่างมากแล้ว
0,ในที่สุดมันก็เห็นหน้าต่างของบ้านหลังหนึ่งเปิดอยู่ จึงรีบโผล่เข้าไป
0,แล้วทั้งหมดก็คือเรื่องราวของเจ้าค้างคาวตัวน้อยที่บินเข้ามาอยู่ในห้องของชายชรา
0,ตอนเช้า เจ้าค้างคาวน้อยยังคงเกาะอยู่ที่เดิม
-1,ชายชราจึงเรียกหลานชายมาดู พอมันได้ยินเสียงคนก็ตกใจบินหนีออกไป
0,แต่แล้ววันรุ่งขึ้นพวกเขาก็พบวันเกาะอยู่ที่เดิมอีก
0,ที่เป็นเช่นนี้ก็เพราะว่าเจ้าค้างคาวน้อยกลับบ้านไม่ถูก
1,มันจึงตัดสินใจอาศัยอยู่ที่บ้านหลังนี้เพราะคนที่นี่ใจดี
1,และตั้งแต่นั้นมาเจ้าค้างคาวก็อาศัยที่บ้านของชายชราอย่างมีความสุข
0,บางครั้งมันก็ช่วยจับแมลงต่างๆกิน เพื่อเป็นการตอบแทนเจ้าของบ้าน
0,กระรอกน้อยกับนกเค้าแมว
0,ฌากเกอลีน โบวี
0,บนเขาเล็กๆลูกหนึ่ง มีกระรอกสีน้ำตาลอมแดงตัวหนึ่งอาศัยอยู่ในโพรงของต้นโอ๊ก
0,ขนของมันสะท้อนแสงแดดเป็นประกายแวววาว
0,ช่วงนี้เป็นฤดูใบไม้ร่วง กระรอกน้อยต้องรีบสะสมอาหารเอาไว้สำหรับฤดูหนาวที่กำลังจะมาถึงในรังของมันจึงเต็มไปด้วยผลไม้ต่างๆมากมาย ทั้งลูกสน ลูกเบอรี่ และถั่วหลายชนิด
1,แต่สิ่งที่มันต้องการมากที่สุดก็คือลูกเฮเซลนัต เจ้ากระรอกชอบกินลูกเฮเซลนัตมากกว่าอะไรทั้งหมด
-1,แต่น่าเสียดายที่บนเขาลูกนี้ไม่มีต้นเฮเซลนัตแม้แต่ต้นเดียว
0,มันจึงตัดสินใจเดินทางไปที่เขาลูกอื่นเพื่อเก็บลูกเฮเซลนัตมากิน
0,เจ้ากระรอกน้อยออกเดินทางแต่เช้า มันเดินไปไกลกว่าทุกครั้ง แล้วทันใดนั้นมันก็ได้กลิ่นอะไรบางอย่างลอยมาตามลม
0,“ต้องเป็นเฮเซลนัตแน่ๆ” มันคิดแล้วรีบเดินตามกลิ่นนั้นไป
1,ไม่นานก็พบต้นเฮเซลนัต มันดีใจมาก รีบไต่ไปตามกิ่งไม้อย่างตื่นเต้น
1,“ลูกเฮเซลนัตเต็มไปหมดเลย” เจ้ากระรอกร้องอย่างตื่นเต้น
0,กระรอกน้อยรีบเก็บลูกเฮเซลนัตไปไว้ที่รัง มันขนไปมากเท่าที่จะมีแรง
0,แต่ขณะที่กำลังตั้งหน้าตั้งตาทำงานของตัวเองอยู่นั้น เจ้ากระรอกก็ได้กลิ่นไม่น่าไว้ใจบางอย่าง มันมองไปรอบๆ
-1,นั่นไง! เจ้านกเค้าแมวจอมโหดอยู่บนกิ่งไม้นั่นเอง
1,โชคดีที่นกเค้าแมวกำลังหลับอยู่ เจ้ากระรอกจึงค่อยๆ เดินอย่างระมัดระวัง
-1,แต่แล้วมันก็เผลอทำลูกเฮเซลนัตหล่นลงพื้น
1,เจ้ากระรอกยืนตัวแข็งไม่กระดุกกระดิก ตามองไปที่เจ้านกเค้าแมว โชคดีที่มันยังคงหลับสนิทกระรอกน้อยยืนนิ่ง จนแน่ใจว่าปลอดภัยแล้วก็ตัดสินใจวิ่งไปอย่างรวดเร็ว
0,เสียงฝีเท้าของมันทำให้เจ้านกเค้าแมวตื่นขึ้น
0,มันเห็นเจ้ากระรอกแว้บๆ แต่แสงแดดตอนเที่ยงทำให้มันตาพร่ามัว
0,“ไม่เป็นไร เอาไว้คราวหน้าค่อยจับมันก็ได้ ถึงยังไงตอนนี้เราก็รู้แล้วว่าเจ้ากระรอกนั่นชอบกินลูกเฮเซลนัตเต็ม ซึ่งแถวนี้ก็มีเพียงต้นนี้ต้นเดียวเท่านั้น มันต้องกลับมาอีกแน่ๆ” เจ้านกเค้าแมวบอกกับตัวเอง
0,แล้วก็เป็นอย่างที่คาดไว้ วันรุ่งขึ้นเจ้ากระรอกก็กลับมา
0,เฮเซลนัตสองสามลูกที่มันเก็บได้เมื่อวานนั้นช่างน้อยนิดเหลือเกิน กระรอกน้อยตัดสินใจอยู่นานก่อนจะยอมเสี่ยงชีวิตกลับมาอีกครั้ง
1,มันปลอบใจตัวเองว่านกเค้าแมวนั้นต้องนอนหลับพักผ่อนในเวลากลางวัน ถ้าไม่ทำเสียงดังมันก็ไม่รู้ และอีกอย่างหนึ่งนกเค้าแมวนั้นเป็นนกกลางคืน มันทนแสงแดดจ้าในเวลากลางวันไม่ได้
-1,กระรอกน้อยตัดสินใจกลับไปที่ต้นเฮเซลนัตอีกครั้ง แต่พอเดินเข้าไปใกล้จนเกือบจะถึง มันก็รู้สึกกลัวขึ้นมาอีก
0,มันมองหานกเค้าแมว ตรงนั้นไง! เจ้านกหลับอยู่ที่เดิม
0,กระรอกน้อยค่อยๆย่องเข้าไปจนถึงต้นเฮเซลนัต มันรีบเก็บลูกเฮเซลนัตอย่างรวดเร็ว พอเสร็จแล้วก็ค่อยๆย่องออกไป
0,นกเค้าแมวรู้ว่ามีกระรอกเข้ามา แต่พระอาทิตย์ทำให้มันลืมตาไม่ขึ้น
0,มันรู้ว่าต้นไม้นี้ยังมีลูกอยู่อีกมากมาย แต่รู้ว่าเจ้ากระรอกต้องกลับมาอีก
1,ซึ่งมันก็คิดถูก เพราะกระรอกกลับไปที่นั่นอีกนับไม่ถ้วน
1,เนื่องจากมันรู้ว่าพระอาทิตย์จะช่วยให้มันปลอดภัย
0,เช้าวันหนึ่งท้องฟ้าสลัว มีเมฆบังให้แดดอ่อนแสงลง นกเค้าแมวค่อยๆลืมตาขึ้น
0,เอาละ วันนี้แหละ มันจะได้กินกระรอกเสียที
1,แต่นกเค้าแมวไม่รู้เลยว่า กระรอกน้อยกำลังมองดูลูกเฮเซลนัตกองมหึมาที่สะสมไว้สำหรับฤดูหนาวอย่างภูมิใจ
0,มีลูกเฮเซลนัตกองล้นไปจนถึงเตียงนอน
0,ที่ต้นโอ๊ก นกเค้าแมวคงรออยู่
-1,มันเหนื่อยมากแต่ก็ไม่กล้าหลับ เพราะกลัวจะไม่ได้ยินเสียงของเจ้ากระจอก
-1,เวลาผ่านไป นกเค้าแมวก็เริ่มกระวนกระวาย
-1,มันมองดูต้นเฮเซลนัตที่เหลือแต่ใบแล้วก็รู้ว่ากระรอกน้อยจะไม่มาอีก มันถอนใจแล้วกลับไปที่ต้นโอ๊กอย่างผิดหวัง
0,กระดิ่งผูกคอแมว
1,ขอต้อนรับเด็กๆที่น่ารักทุกคน --โปรดทำตัวตามสบาย!
1,ถ้าเธอกำลังมองหาเรื่องสนุกๆอยู่ละก็ เธอมาถูกที่แล้ว
0,ฉันชื่ออีสป บางคนอาจจะเคยได้ยินชื่อฉัน ฉันเป็นนักเล่านิทานยังไงล่ะ
1,บางคนบอกว่าฉันเล่านิทานเก่งที่สุดในโลก แต่เรื่องนั้นฉันก็ไม่รู้ว่าจริงไหม!
1,นิทานของฉันเป็นเรื่องสั้นๆง่ายๆ ส่วนใหญ่เป็นเรื่องของสิงสาราสัตว์และชาวบ้านทั่วไป ไม่ใช่เรื่องราวของวีรบุรุษผู้กล้าและวีรกรรมยิ่งใหญ่อะไร
1,ถ้าเธอตั้งใจฟังให้ดี เธอจะรู้ว่าแต่ละเรื่องล้วนแฝงสาระให้กับผู้ฟัง เพื่อสอนพวกเขาว่าทำอย่าไรจึงจะฉลาดและมีความสุข
-1,บางครั้งมีคนถามว่าฉันจำเมื่อครั้งที่เล่านิทานเรื่องแรกได้ไหม ความจริงคือฉันจำไม่ได้หรอก
0,แม้แต่ตอนเป็นเด็กที่ต้องทำงานทั้งวันทั้งคืนในทุ่งหญ้าของเจ้านาย ความคิดต่างๆ จะผุดขึ้นมาเองในหัว
1,และฉันจะเล่าให้เพื่อนๆฟังเพื่อความเพลินเพลิน
0,ฉันเป็นทาสตั้งแต่เกิด และทาสไม่มีอะไรที่เป็นของตัวเองยกเว้นเสียง
0,แต่ฉันจำครั้งแรกที่เล่านิทานเรื่องโปรดเรื่องหนึ่งได้ ตอนนั้นฉันยังเด็กทีเดียว
-1,ฉันกับทาสเด็กอีกคนถูกจับได้ว่ากำลังแอบกินสตูในบ้านของเจ้านาย ผลจึงออกมาว่าพวกเราถูกโบยอย่างรุนแรง
1,เพื่อนๆที่ถูกโบยก้น เสนอให้พวกเราหนีไป
-1,ทั้งสองบอกให้เราขโมยทองจำนวนหนึ่งของเจ้านายเพื่อเอาไว้ใช้ระหว่างเดินทางออกทะเล
1,เราจะไปเข้าร่วมกับกลุ่มโจรสลัดที่ร่ำรวย
-1,จากการปล้นสะดมเรือและจับเจ้าชายเพื่อเรียกค่าไถ่
0,พวกเขาไม่ได้สนใจด้วยซ้ำว่าจะเกิดอะไรขึ้นถ้าถูกจับ
0,หรือถ้าโจรสลัดไม่รับพวกเรา
0,หรือถ้าพวกเราเกิดเมาคลื่นขึ้นมาล่ะ จะทำอย่างไร
0,ดังนั้น เพื่อสอนบทเรียนเรื่องการวางแผนให้พวกเขา
0,ฉันจึงเล่านิทานเรื่องกระดิ่งผูกคอแมว! ให้พวกเขาฟัง
0,ในหุบเขารอบกรุงเอเธนส์มีไร่แห่งหนึ่ง และที่ไร่แห่งนั้นมีหนูจำนวนมากอาศัยอยู่นับร้อยๆตัว
0,เนื่องจากเจ้าของไร่แก่แล้วและสายตาผ้าฟาง พวกหนูจึงกลายเป็นเจ้าของที่
0,หนูขนสีทองทำรังอยู่ในทุ่งข้าวโพด
0,หนูขนสีเทาอมฟ้าสร้างบ้านอยู่ในโรงเรียนเก็บเมล็ดข้าวด้วยการใช้ฟันอันแหลมคมกัดทะลุกระสอบ
0,มีหนูในโรงรีดนม หนูในตู้กับข้าว หนูในรางหญ้า หรือแม้แต่หนูในหนอน โอ้โฮ เจ้าพวกนี้!
1,พวกมันช่างสุขสบายราวกับเป็นเจ้าของที่เสียจริง
0,จนกระทั่งเช้าวันหนึ่ง เจ้าของไร่พบอึหนูในน้ำผึ้งซึ่งเขาเตรียมไว้เป็นอาหารเช้า เขาจึงตัดสินใจไปซื้อแมวมาตัวหนึ่ง!
-1,สำหรับพวกหนูเล็กๆแล้ว เจ้าแมวตัวนั้นช่างดูน่ากลัว แถมมีขนหยาบทั้งตัว
-1,มันออกล่าเหยื่อผู้เคราะห์ร้ายทั้งวันทั้งคืน
0,มันดักรออยู่นอกรูหนูและสะกดรอยพวกหนูด้วยอุ้งเท้าที่ฉับไวไร้สุ้มเสียง เวลาตะครุบเหยื่อ
-1,เขี้ยวและกรงเล็บของมันคมกริบราวกับคมมีดของมัจจุราชเลยทีเดียว
-1,สุดท้ายพวกหนูก็ทนไม่ได้อีกต่อไป พวกมันต้องทำอะไรสักอย่างกับเจ้าแมวชั่วร้ายตัวนั้น
-1,พรรคพวกของมันหลายตัวถูกกลืนหายลงไปในลำคอที่หิวอยู่ตลอดเวลาของเจ้าแมว
-1,แต่จะมีวิธีไหนให้สัตว์ตัวเล็กๆที่ปกป้องตัวเองไม่ได้อย่างพวกมันเอาชนะสัตว์ร้ายตัวใหญ่เทอะทะอย่างเจ้าแมวได้นะ
0,หนูผู้เฒ่าเรียกสมาชิกหนูทุกตัวมาประชุมในสวนส้มหลังโรงนา ซึ่งทั้งหนูตามท้องนากันหนูบ้านจะมารวมตัวกันได้ โดยไม่ต้องเดินทางจากบ้านมาไกลนัก
0,พวกมันเจอกันตอนบ่ายแก่ๆวันหนึ่ง ตอนที่เจ้าแมวกำลังงีบหลับบนกำแพงสวน
-1,หนูมาชุมนุมกันเป็นแถวๆใต้ต้นไม้ ทั้งหนูสีน้ำตาล สีดำ สีเทา และสีแยมผิวส้ม ทุกตัวต่างก็สั่นเทาจนหนวดบางๆกระดิกไปมา
-1,พวกมันต่างก็มีเรื่องที่อยากจะพูด ทั้งความคิดที่จะเสนอ ความคิดเห็นที่จะหารือ บางตัวมีเรื่องสยองขวัญจะเล่า
0,“เจ้าแมวตัวนั้นย่องมาหาลูกๆฉันตอนกำลังแทะเชือกเส้นหนึ่งอยู่” “มันตะครุบลูกๆตัวน้อยของฉันตอนกำลังเล่นอยู่ในสวนครัว”
1,“แล้วเราจะป้องกันตัวอย่างไรดี”
0,หนูผู้เฒ่าขัดขึ้น “ตอนนี้มาช่วยกันคิดเรื่องนี้กันก่อนเถอะ”
0,หนูบางตัวยื่นข้อเสนอที่น่าขัน “ขังเจ้าแมวนั่นไว้ในโรงนาสิ”
-1,“ผลักมันลงหลุมลึกไปเลย” “ลงบ่อน้ำเลยสิ!”
-1,“จับมันโยนลงแม่น้ำดีกว่า!
-1,พวกแมวกลัวน้ำเดี๋ยวมันต้องร้องโหยหวนดังเท่ากับพวกเรารวมกันแน่”
0,“แค่นั้นยังกำจัดมันไม่ได้หรอก” หนูผู้เฒ่ากล่าว
0,“เดี๋ยวเจ้าของไร่ก็ซื้อตัวใหม่มาอีก” หนูขาวสามตัวยกอุ้งเท้าขึ้นจะพูด
0,ทุกตัวเงียบเสียงลงทันที เพราะถึงแม้พวกมันจะยังเด็ก หนูขาวก็ถือว่าฉลาดมาก
-1,พวกมันเพิ่งสร้างบ้านในหีบไม้ที่เจ้าของไร่เอาไว้เก็บเอกสารทางกฎหมาย และยังทำลายม้วนกระดาษแห่งปัญญาของเจ้าของไร่จนหมด
-1,“ปัญหาก็คือว่า” หนูขาวตัวแรกกล่าว “พวกแมวไม่ส่งเสียงเลยตอนย่องมาหาเรา นกฮูกดังขยับปีกดังพั่บๆ งูยังแลบลิ้นดังแฉ่ๆ แต่แมวกลับเงียบกริบ ไม่มีเสียงกระชิบหรือว่าเสียงอะไรสักแอะ”
1,“ทางออกของสถานการณ์คับขับของเรานั้นง่ายมาก” หนูสีขาวตัวที่สองกล่าว
-1,“คนโง่ก็มองออกว่าต้องทำอย่างไร ที่เราต้องการก็แค่กระดิ่งกระดิ่งเล็กๆกับริบบิ้นยาวๆสักเส้น”
1,หนูทั้งหมดต่างมองหน้ากันด้วยความสงสัยว่าพวกมันหูฝาดไปหรือเปล่าพวกมันจะเอากระดิ่งกับริบบิ้นมาทำอะไรกันแน่
0,หนูฉลาดตัวที่สามกระแอม “ถ้าพวกเราตัวใดตัวหนึ่งย่องไปหาเจ้าแมวนั่น และเอากระดิ่งผูกคอมันตอนที่มันหลับอยู่ พวกเราทั้งหมดก็จะปลอดภัย
-1,เพราะกระดิ่งจะส่งเสียงทุกครั้งที่เจ้าสัตว์ร้ายนั่นขยับตัว ทีนี้พวกเราก็จะได้ยินเสียงของมันตอนที่มันพยายามจะย่องเข้ามา แล้วเราก็จะหนีได้ทันก่อนที่จะถูกมันตะครุบ”
1,เสียงเห็นด้วยดังกึกก้อง ช่างเป็นความคิดที่ชาญฉลาดอะไรเช่นนี้แถมยังง่ายแสนง่ายอีกด้วย แค่เพียงกระดิ่งอันเล็กกับริบบิ้นยาว! มีแต่หนูฉลาดสามตัวที่วางแผนการฉลาดปราดเปรื่องเช่นนี้ได้
-1,หนูผู้เฒ่าไต่ขึ้นต้นไม้และโบกอุ้งเท้าจนทุกตัวในที่ประชุมเงียบเสียงลง มันคงจะโบกหางด้วย แต่หางของมันกุดเหลือแต่ตอ เพราะถูกเจ้าแมวตัวนั้นกัดจนขาด
1,“แผนการของพวกหนูขาวนั้นฉลาดและกล้าหาญจริงๆ” มันกล่าว
-1,“แต่สมาชิกตัวไหนล่ะที่จะเอากระดิ่งไปผูกรอบคอเจ้าสัตว์ร้าย”
0,ที่ชุมนุมเงียบเสียงลงทันควัน สายตาทุกคู่หันไปที่กำแพงสวนที่เจ้าแมวยังคงหลับอยู่
0,แม้จะอยู่ไกล แต่พวกมันก็ยังเห็นกล้ามเนื้ออันทรงพลังกระเพื่อมขึ้นลงใต้ขนของมันอยู่ดี
0,“พวกเราตัวเล็กเกินกว่าจะไต่ขึ้นหลังเจ้าแมวนั่น” หนูในทุ่งนากลืนน้ำลายดังเอื๊อก
0,“คงมีพวกเราสักตัวยอมทำละน่า แต่พวกเราเสียงดังเกินกว่าจะย่องเข้าหาแมวที่หลับอยู่” หนูในโรงงานเก็บเมล็ดข้าวร้องจี๊ดๆ
-1,“เจ้าสัตว์ร้ายนั่นคงตื่นก่อนที่เราจะทันได้ผูกกระดิ่งเป็นแน่”
0,“แถมตัวพวกเรายังมีกลิ่นเนย” หนูในโรงรีดนมร้อง
-1,ด้านบนกำแพงสวน เจ้าแมวตื่นขึ้นและหาว มันนอนหลับอยู่นานพอสมควรจนท้องร้องด้วยความหิว
